,Word,Freq
0,collected,1
1,development,2
2,digital,1
3,environment,1
4,generation,1
5,improve,1
6,information,1
7,demand,1
8,engineering,1
9,mean,1
10,survey,1
11,understanding,1
12,application,1
13,approaches,1
14,employed,1
15,management,1
16,performance,1
17,presents,1
18,techniques,2
19,analysis,3
20,low,1
21,showed,2
22,achieving,2
23,availability,1
24,making,1
25,point,2
26,promising,1
27,reliability,1
28,area,1
29,crucial,1
30,costly,1
31,distribution,3
32,efficiency,1
33,novel,1
34,reference,2
35,sensing,4
36,accurate,1
37,findings,1
38,authors,1
39,regression,1
40,utilized,1
41,create,1
42,lack,3
43,solutions,1
44,determine,1
45,compared,2
46,error,1
47,root,1
48,root_mean,1
49,square,1
50,cause,1
51,result,1
52,detailed,1
53,coefficients,1
54,exhibited,2
55,obtained,1
56,region,1
57,society,1
58,study_presents,1
59,consumer,1
60,particularly,1
61,verification,1
62,outcomes,1
63,adjusted,1
64,correlation,1
65,successfully,1
66,countries,1
67,precision,1
68,route,1
69,digital_terrain,1
70,dtm,5
71,resolution,2
72,terrain,1
73,worldwide,1
74,significance,1
75,recognized,1
76,elevation,2
77,flood,8
78,inundation,4
79,lidar,3
80,range,2
81,volume,1
82,water,2
83,airborne,1
84,height,2
85,lidar_data,2
86,topography,2
87,pose,1
88,geospatial,1
89,remote,4
90,hydrological,1
91,remote_sensing,4
92,topographic,6
93,instrument,1
94,slope,1
