,Word,Freq
0,estimation,3
1,important,1
2,improve,1
3,potential,1
4,trends,1
5,assess,1
6,demand,1
7,survey,1
8,factors,5
9,health,1
10,interpretability,1
11,methods,1
12,patterns,1
13,publication,1
14,terms,1
15,analysis,2
16,identified,2
17,low,3
18,reduce,1
19,showed,1
20,access,1
21,analyses,1
22,associated,1
23,area,1
24,article,1
25,drawing,1
26,remain,2
27,resources,1
28,strategies,1
29,attributes,2
30,datasets,1
31,distribution,1
32,variation,1
33,accurate,1
34,findings,2
35,respectively,1
36,investigated,1
37,create,1
38,limitations,1
39,record,1
40,mapping,2
41,open,1
42,published,1
43,average,1
44,level,1
45,burden,7
46,greater,1
47,location,1
48,rate,2
49,decreasing,1
50,elsevier,1
51,highest,2
52,region,3
53,aid,1
54,failure,1
55,prevention,2
56,quantify,1
57,risk,7
58,uncertainty,1
59,bayesian,1
60,background,1
61,interventions,2
62,global,2
63,correlation,1
64,countries,5
65,precision,1
66,units,3
67,spatial,1
68,comprised,1
69,disease,4
70,population,1
71,water,1
72,seen,1
73,licensed,1
74,substantial,1
75,geographic,2
76,children,4
77,income,4
78,geospatial,1
79,reduction,3
80,interval,1
81,middle,2
82,mortality,7
83,decline,1
84,varying,1
85,aggregation,2
86,coverage,1
87,greatest,2
88,prevalence,1
89,south,2
90,times,1
91,nearly,1
92,therapy,1
93,growth,1
