,Word,Freq
0,collected,1
1,effective,1
2,operation,1
3,potential,2
4,review,1
5,self,1
6,test,1
7,assess,1
8,function,1
9,mean,1
10,measurement,6
11,survey,6
12,domain,1
13,factors,1
14,health,2
15,methods,1
16,research,1
17,year,1
18,different,5
19,highlights,2
20,specific,1
21,analyses,1
22,communication,1
23,decision,1
24,decision_making,1
25,making,1
26,reported,1
27,structure,1
28,cross,2
29,demonstrate,1
30,aims,1
31,findings,1
32,indices,1
33,study_aims,1
34,complete,2
35,data_collection,1
36,clinical,2
37,limitations,1
38,wide,1
39,established,1
40,level,2
41,result,1
42,people,2
43,samples,2
44,scale,4
45,comparison,2
46,business,1
47,higher,2
48,online,1
49,affect,2
50,influence,2
51,response,1
52,examine,1
53,questionnaire,2
54,formats,9
55,score,2
56,differential,1
57,science,1
58,fitting,1
59,total,1
60,items,3
61,observations,2
62,seen,1
63,sets,1
64,perceived,1
65,difficulties,4
66,matching,1
67,version,3
68,varying,1
69,strengths,2
70,privacy,1
