,Word,Freq
0,age,4
1,effective,1
2,estimation,2
3,needs,1
4,requirements,2
5,address,1
6,analyze,1
7,education,1
8,including,1
9,mean,2
10,survey,1
11,health,1
12,year,1
13,problem,1
14,increasing,3
15,provides,1
16,reported,2
17,remain,1
18,combined,1
19,dai,3
20,distribution,1
21,aims,1
22,gap,1
23,authors,1
24,respectively,2
25,published,1
26,selection,1
27,average,3
28,compared,1
29,level,1
30,china,2
31,group,4
32,highest,1
33,higher,1
34,mixed,1
35,examine,1
36,authors_licensee,1
37,basel,1
38,licensee,1
39,mdpi,1
40,mdpi_basel,1
41,interventions,1
42,median,1
43,deficiencies,1
44,participants,3
45,subject,1
46,children,3
47,food,1
48,households,1
49,percentage,5
50,daily,3
51,program,1
52,composition,1
53,adequate,1
54,prevalence,1
55,age_groups,2
56,usually,3
