,Word,Freq
0,case,1
1,case_study,1
2,complex,1
3,development,2
4,digital,1
5,effective,1
6,field,1
7,following,1
8,implementation,1
9,manufacturing,1
10,stage,2
11,systems,6
12,trends,1
13,analyze,1
14,engineering,2
15,experiments,1
16,industry,5
17,integration,1
18,survey,1
19,tools,6
20,useful,1
21,approaches,1
22,explainable,1
23,methods,1
24,scope,1
25,type,1
26,variety,1
27,addition,1
28,analysis,1
29,conducted,1
30,design,3
31,different,5
32,sources,1
33,evolution,1
34,overview,1
35,point,1
36,provides,1
37,relevant,1
38,support,2
39,architecture,1
40,remain,1
41,offer,1
42,authors,1
43,according,1
44,goal,2
45,limitations,1
46,adoption,1
47,continuous,1
48,open,1
49,published,1
50,wide,2
51,adaptive,1
52,complex_systems,1
53,feedback,5
54,reach,1
55,result,1
56,model_systems,1
57,perspective,1
58,obtained,1
59,project,2
60,called,1
61,systems_engineering,1
62,gives,1
63,market,1
64,gradually,1
65,sets,1
66,manufacturing_systems,1
67,spread,1
68,interesting,1
69,popularity,1
