,Word,Freq
0,complex,1
1,effective,1
2,estimation,2
3,generation,1
4,important,1
5,improve,1
6,information,2
7,task,1
8,control,2
9,experiments,1
10,training,1
11,way,1
12,data_driven,1
13,driven,1
14,dynamic,1
15,health,1
16,nonlinear,1
17,performance,1
18,publication,2
19,techniques,2
20,power,1
21,simulation,1
22,transformation,2
23,weighted,1
24,context,1
25,decision,1
26,decision_making,1
27,insights,1
28,involved,1
29,leveraging,1
30,making,1
31,policy,1
32,promising,1
33,robust,1
34,support,1
35,combined,2
36,core,1
37,demonstrate,1
38,local,1
39,novel,1
40,position,1
41,suggest,1
42,evaluation,1
43,pre,2
44,promote,1
45,typical,1
46,clinical,1
47,medical,2
48,patients,2
49,attention,1
50,capture,1
51,instance,1
52,particular,1
53,wide,1
54,level,1
55,random,1
56,action,2
57,classes,1
58,end,1
59,outcomes,1
60,healthcare,2
61,interventions,3
62,code,1
63,units,4
64,linear,1
65,spatial,1
66,fitting,1
67,yielded,1
68,pooled,1
69,fail,1
70,population,1
71,embedded,1
72,sets,1
73,synthetic,3
74,licensed,1
75,efficacy,1
76,temporal,1
77,personalized,1
78,reality,1
79,labs,1
80,period,1
81,trials,2
82,small,1
83,modified,1
84,therapy,1
85,instead,1
86,held,1
87,held_publication,1
88,noise,1
