,Word,Freq
0,age,1
1,effective,2
2,environment,3
3,improve,1
4,potential,1
5,process,1
6,self,1
7,usage,4
8,challenges,1
9,integration,1
10,survey,1
11,technology,3
12,useful,3
13,comprehensive,1
14,cost,1
15,factors,4
16,health,2
17,management,1
18,methods,1
19,conducted,1
20,elements,1
21,identified,1
22,low,1
23,acceptance,3
24,trust,6
25,crucial,1
26,drawing,1
27,enhanced,2
28,explore,2
29,combined,2
30,demonstrate,1
31,furthermore,1
32,novel,1
33,position,1
34,service,7
35,suggest,1
36,aims,1
37,findings,1
38,construction,1
39,investigated,1
40,perception,1
41,promote,1
42,adoption,1
43,conclusions,1
44,planning,2
45,validation,1
46,actual,1
47,level,1
48,rate,1
49,reveal,1
50,user,2
51,china,1
52,decreasing,1
53,relationship,1
54,variables,1
55,evidence,1
56,risk,2
57,theory,2
58,significantly,1
59,urban,1
60,form,1
61,affect,1
62,influence,2
63,questionnaire,1
64,background,1
65,behavior,5
66,efficacy,1
67,intention,4
68,perceived,4
69,prioritize,1
70,subject,2
71,substantial,1
