,Word,Freq
0,effective,2
1,estimation,1
2,assess,1
3,including,2
4,methods,1
5,prediction,1
6,analysis,2
7,different,1
8,identified,1
9,low,1
10,associated,5
11,increasing,1
12,overall,1
13,value,2
14,detection,8
15,remain,1
16,combined,1
17,position,1
18,prognostic,3
19,patients,3
20,conclusions,1
21,fixed,1
22,free,1
23,compared,1
24,purpose,1
25,decreasing,1
26,group,4
27,random,1
28,database,1
29,significantly,3
30,form,1
31,change,1
32,science,1
33,diagnostic,1
34,independent,1
35,meta,2
36,meta_analysis,2
37,negative,1
38,pooled,9
39,ratio,1
40,heterogeneous,1
41,elevation,1
42,progress,1
43,presence,2
44,web,1
