,Word,Freq
0,development,5
1,digital,4
2,effective,1
3,estimation,11
4,features,2
5,phase,1
6,production,3
7,requirements,1
8,test,3
9,analyze,2
10,hand,1
11,including,3
12,integration,1
13,practices,1
14,accuracy,7
15,advanced,1
16,methods,2
17,optimal,1
18,type,1
19,analysis,2
20,conducted,1
21,different,2
22,low,1
23,showed,5
24,able,1
25,mission,1
26,serve,2
27,value,7
28,area,1
29,covered,1
30,detection,1
31,possible,1
32,capability,2
33,combined,2
34,datasets,1
35,light,1
36,reference,1
37,aims,1
38,indices,1
39,authors,1
40,respectively,2
41,simple,1
42,tree,1
43,according,1
44,limitations,2
45,mapping,2
46,ability,1
47,derived,8
48,extension,1
49,compared,1
50,lower,1
51,location,1
52,forest,6
53,highest,1
54,lowest,3
55,obtained,1
56,region,2
57,scale,11
58,comparison,1
59,creation,2
60,iii,8
61,site,2
62,classes,6
63,form,2
64,higher,1
65,affect,2
66,influence,1
67,examine,1
68,land,1
69,spatial,3
70,digital_terrain,2
71,dtm,17
72,resolution,2
73,surface,2
74,terrain,3
75,total,1
76,yielded,2
77,especially,1
78,image,2
79,smaller,1
80,elevation,1
81,lidar,8
82,light_detection,1
83,observations,1
84,range,4
85,ranging_lidar,1
86,synthetic,1
87,airborne,1
88,height,7
89,topography,2
90,ground,1
91,dem,18
92,digital_elevation,1
93,earth,1
94,radar,2
95,medium,1
96,chosen,1
97,topographic,1
98,satellite,1
99,dsm,4
100,varying,1
101,models_developed,2
102,band,3
103,contrast,1
104,coverage,1
105,inversion,2
106,pair,2
107,slope,8
108,strengths,1
