,Word,Freq
0,case,2
1,case_study,2
2,complex,1
3,development,3
4,effective,1
5,help,1
6,implementation,1
7,information,2
8,potential,3
9,procedures,2
10,process,2
11,production,1
12,review,2
13,systems,1
14,underlying,1
15,assess,2
16,critical,1
17,equipment,1
18,including,1
19,incorporating,2
20,industry,2
21,learning,2
22,machine,4
23,machine_learning,2
24,measurement,2
25,approaches,1
26,discussed,1
27,factors,4
28,interpretability,1
29,research,1
30,analysis,6
31,applied,1
32,conducted,2
33,elements,1
34,identified,2
35,power,2
36,sources,3
37,theoretical,3
38,analytics,2
39,associated,2
40,building,1
41,decision,1
42,decision_making,1
43,documented,1
44,involved,1
45,making,1
46,relevant,1
47,support,2
48,article,2
49,consistent,1
50,methodology,2
51,related,1
52,datasets,1
53,foundation,1
54,reference,1
55,technical,1
56,categorization,2
57,authors,2
58,extraction,1
59,machine_svm,1
60,support_vector,2
61,svm,6
62,utilized,1
63,vector,2
64,investigated,1
65,classifier,5
66,oriented,1
67,selection,1
68,contribution,1
69,previous,1
70,error,1
71,established,1
72,root,1
73,section,1
74,cause,1
75,correct,1
76,detailed,1
77,facilitate,1
78,elsevier,1
79,action,1
80,aid,1
81,avoid,1
82,base,1
83,data_analytics,2
84,database,2
85,event,2
86,explicit,1
87,failure,1
88,guide,1
89,human,1
90,iii,1
91,illustrative,2
92,line,1
93,mining,2
94,plant,2
95,prevention,1
96,probabilistic,2
97,proposes,1
98,quantify,1
99,risk,5
100,scenarios,2
101,scheme,2
102,site,6
103,theory,2
104,uncertainty,11
105,weaknesses,1
