,Word,Freq
0,complex,1
1,digital,4
2,digital_twin,1
3,gained,1
4,generation,1
5,implementation,1
6,improve,1
7,information,4
8,needs,1
9,order,1
10,phase,1
11,process,1
12,requirements,1
13,task,1
14,twin,1
15,usage,1
16,automated,1
17,carried,1
18,challenges,4
19,critical,1
20,experiments,1
21,industry,1
22,sector,1
23,advanced,1
24,application,3
25,health,2
26,management,3
27,opportunities,4
28,presents,2
29,research,2
30,analysis,1
31,applied,2
32,conducted,1
33,benefits,1
34,building,8
35,communication,1
36,provides,1
37,relevant,1
38,reliability,1
39,stakeholders,1
40,successful,1
41,possible,1
42,content,1
43,example,1
44,service,3
45,considered,2
46,evaluation,1
47,utilized,2
48,construction,5
49,handling,1
50,according,1
51,care,2
52,ensuring,1
53,interviews,3
54,experts,1
55,maintaining,1
56,planning,1
57,single,1
58,starting,1
59,determine,1
60,infrastructure,2
61,level,1
62,basis,1
63,perspective,1
64,highly,1
65,obtained,2
66,project,2
67,guide,1
68,bim,10
69,building_information,2
70,construction_industry,1
71,necessary,1
72,healthcare,1
73,background,2
74,qualitative,1
75,especially,1
76,coordination,1
